id,headline,country,label,headline_clean,sentiment_polarity,sentiment_score,emotional_intensity,subjectivity,framing_score,loaded_language,loaded_binary,framing_norm,bias_index
1685,Michigan State gains commitment from Toledo DT,USA,,michigan state gains commitment from toledo dt,positive,0.6124,0.6124,0.0,0,no,0,0.0,0.21434
1686,Minneapolis schools cancel classes after ICE raid at high school the same day Renee Nicole Good was killed,USA,,minneapolis schools cancel classes after ice raid at high school the same day renee nicole good was killed,negative,-0.5574,0.5574,0.31625,0,no,0,0.0,0.3057775
1687,"Iran's new wave of protests prompts hospital raids, internet access cut",USA,,irans new wave of protests prompts hospital raids internet access cut,negative,-0.4588,0.4588,0.4545454545454545,0,no,0,0.0,0.319670909090909
1688,What the Senate's Venezuela vote does — and doesn't — mean: From the Politics Desk,USA,,what the senates venezuela vote does and doesnt mean from the politics desk,neutral,0.0,0.0,0.6875,0,no,0,0.0,0.24062499999999998
1689,"Do ICE agents have absolute immunity? No, experts say, but it’s not easy for a state to prosecute",USA,,do ice agents have absolute immunity no experts say but its not easy for a state to prosecute,negative,-0.8052,0.8052,0.8666666666666667,0,no,0,0.0,0.5851533333333334
1690,Alabama defensive back officially declares for 2026 NFL draft,USA,,alabama defensive back officially declares for 2026 nfl draft,neutral,0.0258,0.0258,0.0,0,no,0,0.0,0.00903
1691,A college student fights an insurance denial to get a prosthetic foot before graduation,USA,,a college student fights an insurance denial to get a prosthetic foot before graduation,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
1692,"Why Saturday's playoff game may be more important than you think for Dave Canales, Bryce Young",USA,,why saturdays playoff game may be more important than you think for dave canales bryce young,positive,0.2716,0.2716,0.575,0,no,0,0.0,0.29630999999999996
1693,Who is Corey Adams? What to know of Ole Miss football player killed in July,USA,,who is corey adams what to know of ole miss football player killed in july,negative,-0.7269,0.7269,0.0,0,no,0,0.0,0.254415
1694,JD Vance just sharply undercut the Trump team’s ICE shooting narrative,USA,,jd vance just sharply undercut the trump teams ice shooting narrative,neutral,0.0,0.0,0.75,0,no,0,0.0,0.26249999999999996
1695,"A new 'Jackass' movie is coming in 2026, Johnny Knoxville says",USA,,a new jackass movie is coming in 2026 johnny knoxville says,negative,-0.4215,0.4215,0.6772727272727272,0,no,0,0.0,0.3845704545454545
1696,Sean O'Malley's coach plans 'for 15-minute brutal war' vs. Song Yadong,USA,,sean omalleys coach plans for 15minute brutal war vs song yadong,negative,-0.8402,0.8402,1.0,0,no,0,0.0,0.6440699999999999
1697,Deal of the day: Get 20% off La Roche-Posay serums and face washes on Amazon right now,USA,,deal of the day get 20 off la rocheposay serums and face washes on amazon right now,positive,0.1779,0.1779,0.5357142857142857,0,no,0,0.0,0.24976499999999996
1698,Trump says his 'own morality' is limit to his global power,USA,,trump says his own morality is limit to his global power,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
1699,A pitch to marry Barron Trump and the Princess of Denmark goes viral,USA,,a pitch to marry barron trump and the princess of denmark goes viral,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1700,Patriots LB Jack Gibbens feels right at home after special year,USA,,patriots lb jack gibbens feels right at home after special year,positive,0.4019,0.4019,0.5535714285714286,0,no,0,0.0,0.334415
1701,Jaguars' key starter misses second practice ahead of wild-card game,USA,,jaguars key starter misses second practice ahead of wildcard game,negative,-0.2263,0.2263,0.4666666666666666,0,no,0,0.0,0.2425383333333333
1702,PGA Tour expanding Player Equity Program to top 50 in FedEx Cup,USA,,pga tour expanding player equity program to top 50 in fedex cup,positive,0.2023,0.2023,0.5,0,no,0,0.0,0.245805
1703,Report: Nets could want two first-round picks for Michael Porter Jr.,USA,,report nets could want two firstround picks for michael porter jr,positive,0.0772,0.0772,0.0,0,no,0,0.0,0.02702
1704,Michigan State hosting Michigan wide receiver transfer on visit,USA,,michigan state hosting michigan wide receiver transfer on visit,neutral,0.0,0.0,0.4,0,no,0,0.0,0.13999999999999999
1705,Who is singing the national anthem for Ole Miss-Miami at Fiesta Bowl?,USA,,who is singing the national anthem for ole missmiami at fiesta bowl,positive,0.4767,0.4767,0.0,0,no,0,0.0,0.166845
1706,House votes to revive Obamacare funds as senators plot a scaled-back bill,USA,,house votes to revive obamacare funds as senators plot a scaledback bill,positive,0.34,0.34,0.0,0,no,0,0.0,0.119
1707,Former Oklahoma Sooners OL finds new home at ACC program,USA,,former oklahoma sooners ol finds new home at acc program,neutral,0.0,0.0,0.2272727272727272,0,no,0,0.0,0.07954545454545452
1708,NASA to bring astronauts home from space station early due to a medical issue,USA,,nasa to bring astronauts home from space station early due to a medical issue,neutral,0.0,0.0,0.225,0,no,0,0.0,0.07875
1709,White House details plans for Trump's new ballroom,USA,,white house details plans for trumps new ballroom,neutral,0.0,0.0,0.2272727272727272,0,no,0,0.0,0.07954545454545452
1710,Detroit Lions' GM Brad Holmes on 2025 season: 'It's a failure',USA,,detroit lions gm brad holmes on 2025 season its a failure,negative,-0.5106,0.5106,0.3,1,yes,1,0.499999750000125,0.48370995000002504
1711,Senate votes to display Jan. 6 plaque after House GOP refuses to hang it at Capitol,USA,,senate votes to display jan 6 plaque after house gop refuses to hang it at capitol,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1712,Did Texas A&M land in Perfect Game’s Top 25 rankings?,USA,,did texas am land in perfect games top 25 rankings,positive,0.6705,0.6705,0.75,0,no,0,0.0,0.4971749999999999
1713,"Falcons to interview Dolphins DC Anthony Weaver on Saturday, per report",USA,,falcons to interview dolphins dc anthony weaver on saturday per report,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1714,Which players have led the NFL in receiving yardage since 2000?,USA,,which players have led the nfl in receiving yardage since 2000,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1715,Meghan Trainor addresses Ashley Tisdale’s toxic mom group takedown,USA,,meghan trainor addresses ashley tisdales toxic mom group takedown,neutral,0.0,0.0,0.0,1,yes,1,0.499999750000125,0.19999995000002502
1716,"RFK Jr.'s new dietary guidelines emphasize red meat, full-fat dairy. How healthy are they?",USA,,rfk jrs new dietary guidelines emphasize red meat fullfat dairy how healthy are they,positive,0.4019,0.4019,0.3181818181818182,0,no,0,0.0,0.25202863636363637
1717,4 impending free agents New York Giants should not re-sign,USA,,4 impending free agents new york giants should not resign,positive,0.6526,0.6526,0.6272727272727273,0,no,0,0.0,0.4479554545454545
1718,"Sonia De Los Santos cancels Kennedy Center shows, citing unwelcoming climate",USA,,sonia de los santos cancels kennedy center shows citing unwelcoming climate,negative,-0.2263,0.2263,0.1,0,no,0,0.0,0.114205
1719,Josh Shapiro launches re-election bid with a speech that could foreshadow 2028,USA,,josh shapiro launches reelection bid with a speech that could foreshadow 2028,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1720,Randall Cunningham joins the All The Smoke podcast as a featured guest,USA,,randall cunningham joins the all the smoke podcast as a featured guest,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1721,Tennessee university reinstates professor fired for Charlie Kirk post and settles for $500k,USA,,tennessee university reinstates professor fired for charlie kirk post and settles for 500k,negative,-0.5574,0.5574,0.0,0,no,0,0.0,0.19508999999999999
1722,Alabama lands commitment from ACC transfer long snapper,USA,,alabama lands commitment from acc transfer long snapper,positive,0.3818,0.3818,0.4,0,no,0,0.0,0.27362999999999993
1723,Trump orders ‘my representatives’ to buy $200 billion in mortgage bonds to lower rates | CNN Business,USA,,trump orders my representatives to buy 200 billion in mortgage bonds to lower rates cnn business,negative,-0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
1724,Ravens Request Interview with Playoff Team for Head Coach Opening,USA,,ravens request interview with playoff team for head coach opening,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1725,From QBs coach to head coach? 3 NFL teams eye Davis Webb,USA,,from qbs coach to head coach 3 nfl teams eye davis webb,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1726,ICE officer who fatally shot Minnesota woman was dragged by car during June immigration arrest,USA,,ice officer who fatally shot minnesota woman was dragged by car during june immigration arrest,negative,-0.7783,0.7783,0.0,0,no,0,0.0,0.27240499999999995
1727,Eagles announce uniform combination for huge matchup vs. 49ers in wild card game,USA,,eagles announce uniform combination for huge matchup vs 49ers in wild card game,positive,0.3182,0.3182,0.5666666666666668,0,no,0,0.0,0.30970333333333333
1728,Commanders cornerback Marshon Lattimore arrested outside Cleveland on weapons charges,USA,,commanders cornerback marshon lattimore arrested outside cleveland on weapons charges,negative,-0.7964,0.7964,0.05,0,no,0,0.0,0.29624
1729,Steelers running back dealing with surprise illness ahead of playoffs,USA,,steelers running back dealing with surprise illness ahead of playoffs,negative,-0.1531,0.1531,0.0,0,no,0,0.0,0.053585
1730,Who will Packers face at slot CB for the Bears in playoff rematch?,USA,,who will packers face at slot cb for the bears in playoff rematch,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1731,Lowe’s Member Week Sale is here: These are the best deals to shop,USA,,lowes member week sale is here these are the best deals to shop,positive,0.6369,0.6369,0.3,0,no,0,0.0,0.327915
1732,Aaron Rodgers takes subtle jab at Jets when complimenting Steelers,USA,,aaron rodgers takes subtle jab at jets when complimenting steelers,positive,0.5106,0.5106,0.5,0,no,0,0.0,0.35370999999999997
1733,"Officials withheld evidence on Florida's 'Alligator Alcatraz' funding, environmental groups say",USA,,officials withheld evidence on floridas alligator alcatraz funding environmental groups say,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1734,Former Michigan State offensive coordinator gets job with Stanford,USA,,former michigan state offensive coordinator gets job with stanford,negative,-0.4588,0.4588,0.0,0,no,0,0.0,0.16057999999999997
1735,Dominick Barlow receives praise from Sixers star for his performances,USA,,dominick barlow receives praise from sixers star for his performances,positive,0.5574,0.5574,0.0,0,no,0,0.0,0.19508999999999999
1736,Ravens request to interview former Commanders OC Kliff Kingsbury for head coach vacancy,USA,,ravens request to interview former commanders oc kliff kingsbury for head coach vacancy,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1737,Great sign for 49ers offense as superstar returns to practice,USA,,great sign for 49ers offense as superstar returns to practice,positive,0.4767,0.4767,0.75,0,no,0,0.0,0.429345
1738,Panthers injury report: More good news heading into matchup vs. Rams,USA,,panthers injury report more good news heading into matchup vs rams,positive,0.101,0.101,0.55,0,no,0,0.0,0.22785
1739,LSU football adds defensive transfer from SEC rival,USA,,lsu football adds defensive transfer from sec rival,neutral,0.0258,0.0258,0.6,0,no,0,0.0,0.21903
1740,Could Texans DC Matt Burke be a head coaching candidate this cycle?,USA,,could texans dc matt burke be a head coaching candidate this cycle,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1741,Taxpayers could hit a dead end with car loan interest deduction,USA,,taxpayers could hit a dead end with car loan interest deduction,negative,-0.3182,0.3182,0.4,0,no,0,0.0,0.25137
1742,Chloe Kim offered concerning injury update ahead of 2026 Olympics,USA,,chloe kim offered concerning injury update ahead of 2026 olympics,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
1743,Americans have long been skeptical of ICE. That debate just became a lot more urgent. | CNN Politics,USA,,americans have long been skeptical of ice that debate just became a lot more urgent cnn politics,negative,-0.0534,0.0534,0.4666666666666666,0,no,0,0.0,0.18202333333333331
1744,"UNC basketball vs. Wake Forest: Game preview, info, prediction, more",USA,,unc basketball vs wake forest game preview info prediction more,neutral,0.0,0.0,0.45,0,no,0,0.0,0.1575
1745,Alabama basketball 2025-26 opponent preview: Texas Longhorns,USA,,alabama basketball 202526 opponent preview texas longhorns,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1746,Iowa RB transfer makes commitment to Michigan State football,USA,,iowa rb transfer makes commitment to michigan state football,positive,0.3818,0.3818,0.0,0,no,0,0.0,0.13362999999999997
1747,GM takes $6 billion hit as cost of backing away from EVs | CNN Business,USA,,gm takes 6 billion hit as cost of backing away from evs cnn business,neutral,0.0258,0.0258,0.0,0,no,0,0.0,0.00903
1748,Washington Metropolitan Police officer dies from injuries suffered while helping stranded motorist,USA,,washington metropolitan police officer dies from injuries suffered while helping stranded motorist,negative,-0.25,0.25,0.0,0,no,0,0.0,0.0875
1749,Former Rep. Gabby Giffords returns to House floor on 15th anniversary of shooting,USA,,former rep gabby giffords returns to house floor on 15th anniversary of shooting,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1750,Jimbo Fisher slams LSU football coach Lane Kiffin over coaching chaos,USA,,jimbo fisher slams lsu football coach lane kiffin over coaching chaos,negative,-0.5719,0.5719,0.0,1,yes,1,0.499999750000125,0.40016495000002494
1751,2026 UT Invite tennis schedule,USA,,2026 ut invite tennis schedule,positive,0.1531,0.1531,0.0,0,no,0,0.0,0.053585
1752,5 causes for concern for the Chargers against the Patriots,USA,,5 causes for concern for the chargers against the patriots,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1753,Texans get positive update on rookie Jaylen Reed before Steelers game,USA,,texans get positive update on rookie jaylen reed before steelers game,positive,0.5574,0.5574,0.4727272727272727,0,no,0,0.0,0.3605445454545454
1754,Baggu sale: our favorite pieces to shop before it ends,USA,,baggu sale our favorite pieces to shop before it ends,positive,0.4588,0.4588,1.0,0,no,0,0.0,0.5105799999999999
1755,Our editors love these towels from Brooklinen — and they’re currently 35% off,USA,,our editors love these towels from brooklinen and theyre currently 35 off,positive,0.6369,0.6369,0.5,0,no,0,0.0,0.397915
1756,Six Florida volleyball players featured on MLV rosters in 2026,USA,,six florida volleyball players featured on mlv rosters in 2026,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1757,"What does B2A mean? Explaining Ole Miss, Miami college football celebration",USA,,what does b2a mean explaining ole miss miami college football celebration,negative,-0.1531,0.1531,0.6875,0,no,0,0.0,0.29420999999999997
1758,"Pope indicates new governing style for Catholic Church with regular, annual cardinal meetings",USA,,pope indicates new governing style for catholic church with regular annual cardinal meetings,neutral,0.0,0.0,0.2104895104895105,0,no,0,0.0,0.07367132867132867
1759,"Mexico boasts sharp decline in homicides, but analysts urge caution",USA,,mexico boasts sharp decline in homicides but analysts urge caution,neutral,0.0,0.0,0.75,0,no,0,0.0,0.26249999999999996
1760,Vance says death of Minnesota woman killed by ICE was 'a tragedy of her own making',USA,,vance says death of minnesota woman killed by ice was a tragedy of her own making,negative,-0.93,0.93,0.5,0,no,0,0.0,0.5005
1761,House fails to override Trump's vetoes of two Republican bills,USA,,house fails to override trumps vetoes of two republican bills,negative,-0.4215,0.4215,0.3,0,no,0,0.0,0.252525
1762,"Tom Aspinall: If I don't finish a fight quickly, people say I'm 'sh*t'",USA,,tom aspinall if i dont finish a fight quickly people say im sht,positive,0.2924,0.2924,0.5,0,no,0,0.0,0.27734
1763,Chargers vs. Patriots: 5 biggest storylines ahead of wild-card game,USA,,chargers vs patriots 5 biggest storylines ahead of wildcard game,neutral,0.0,0.0,0.4,0,no,0,0.0,0.13999999999999999
1764,Is the finale of 'Power Book IV: Force' coming out this week?,USA,,is the finale of power book iv force coming out this week,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1765,Colorado strengthens offensive line with SEC transfer tackle,USA,,colorado strengthens offensive line with sec transfer tackle,neutral,0.0,0.0,0.6,0,no,0,0.0,0.21
1766,Nate Oats provides injury update on Alabama guard Labaron Philon Jr.,USA,,nate oats provides injury update on alabama guard labaron philon jr,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
1767,Former LPGA commissioner named new CEO of U.S. Squash,USA,,former lpga commissioner named new ceo of us squash,neutral,0.0,0.0,0.2272727272727272,0,no,0,0.0,0.07954545454545452
1768,USC cornerback transfers to Georgia football,USA,,usc cornerback transfers to georgia football,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1769,TikTok picked by FIFA as video content partner at 2026 World Cup,USA,,tiktok picked by fifa as video content partner at 2026 world cup,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1770,Texas A&M senior OT officially declares for the 2026 NFL Draft,USA,,texas am senior ot officially declares for the 2026 nfl draft,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1771,"What is Ole Miss' landshark? Rebels on-field celebration, origin, explained",USA,,what is ole miss landshark rebels onfield celebration origin explained,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
1772,Steelers' DK Metcalf back at practice for first time since suspension,USA,,steelers dk metcalf back at practice for first time since suspension,neutral,0.0,0.0,0.1666666666666666,0,no,0,0.0,0.058333333333333307
1773,"Kansas City Chiefs, NFL acknowledge Rashee Rice domestic abuse allegations",USA,,kansas city chiefs nfl acknowledge rashee rice domestic abuse allegations,negative,-0.6369,0.6369,0.1,0,no,0,0.0,0.257915
1774,Budget office expects Federal Reserve to cut rates in 2026,USA,,budget office expects federal reserve to cut rates in 2026,negative,-0.2732,0.2732,0.0,0,no,0,0.0,0.09562
1775,Revisiting Jalen Hurts’ bad day vs. Robert Saleh before a huge rematch,USA,,revisiting jalen hurts bad day vs robert saleh before a huge rematch,negative,-0.6486,0.6486,0.7833333333333333,0,no,0,0.0,0.5011766666666666
1776,MSU football transfer tight end commits to blue blood program,USA,,msu football transfer tight end commits to blue blood program,neutral,0.0258,0.0258,0.1928571428571428,0,no,0,0.0,0.07652999999999997
1777,2026 NFL playoff format: Your guide to each round of the postseason,USA,,2026 nfl playoff format your guide to each round of the postseason,neutral,0.0,0.0,0.4,0,no,0,0.0,0.13999999999999999
1778,Trump may have his name on the building but it's still the Kennedy Center to Congress,USA,,trump may have his name on the building but its still the kennedy center to congress,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
1779,Dept. of Homeland Security accuses hotel of canceling rooms for immigration agents,USA,,dept of homeland security accuses hotel of canceling rooms for immigration agents,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1780,Former school bus aide pleads guilty to assaulting 3 autistic students in Colorado,USA,,former school bus aide pleads guilty to assaulting 3 autistic students in colorado,negative,-0.7269,0.7269,0.3999999999999999,0,no,0,0.0,0.39441499999999996
1781,Transfer WR Bailey Stockton commits to Florida Gators,USA,,transfer wr bailey stockton commits to florida gators,neutral,0.0258,0.0258,0.0,0,no,0,0.0,0.00903
1782,Search ends for mountain lions after hiker fatally attacked on Colorado trail,USA,,search ends for mountain lions after hiker fatally attacked on colorado trail,negative,-0.802,0.802,0.0,0,no,0,0.0,0.2807
1783,UNC adds talented Wisconsin wide receiver via transfer portal,USA,,unc adds talented wisconsin wide receiver via transfer portal,positive,0.5106,0.5106,0.65,0,no,0,0.0,0.40620999999999996
1784,Payton Pritchard actually thought the Boston Celtics would be better this season,USA,,payton pritchard actually thought the boston celtics would be better this season,positive,0.4404,0.4404,0.3,0,no,0,0.0,0.25914
1785,NBA power rankings: Celtics' climb continues; Thunder back on top,USA,,nba power rankings celtics climb continues thunder back on top,positive,0.2023,0.2023,0.25,0,no,0,0.0,0.15830499999999997
1786,Detroit Lions sign nine players to Reserve/Future contracts,USA,,detroit lions sign nine players to reservefuture contracts,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1787,"Broncos make 3 roster moves, including promoting QB to active roster",USA,,broncos make 3 roster moves including promoting qb to active roster,positive,0.6369,0.6369,0.6,0,no,0,0.0,0.432915
1788,"Video shows 'sweet, cuddly mayhem’ unfold at Hershey Bears game",USA,,video shows sweet cuddly mayhem unfold at hershey bears game,positive,0.4588,0.4588,0.525,0,no,0,0.0,0.34432999999999997
1789,Trump’s stunning shift on ‘America First’,USA,,trumps stunning shift on america first,positive,0.3818,0.3818,0.6666666666666666,0,no,0,0.0,0.3669633333333333
1790,UNC lands Penn State defensive end transfer Jaylen Harvey,USA,,unc lands penn state defensive end transfer jaylen harvey,neutral,0.0258,0.0258,0.0,0,no,0,0.0,0.00903
1791,"Rockets ankle sprains: Steven Adams plays, Alperen Sengun to miss time",USA,,rockets ankle sprains steven adams plays alperen sengun to miss time,positive,0.1027,0.1027,0.0,0,no,0,0.0,0.035945
1792,"Ahead of Jan. 6 anniversary, report details aftermath after Trump's return to office",USA,,ahead of jan 6 anniversary report details aftermath after trumps return to office,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1793,Steelers' top 10 offensive players vs. Ravens: PFF grades,USA,,steelers top 10 offensive players vs ravens pff grades,negative,-0.296,0.296,0.5,0,no,0,0.0,0.27859999999999996
1794,Warriors reportedly open to trading former lottery pick,USA,,warriors reportedly open to trading former lottery pick,neutral,0.0,0.0,0.25,0,no,0,0.0,0.0875
1795,Washington Commanders sign 11 players to reserve/futures contracts,USA,,washington commanders sign 11 players to reservefutures contracts,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1796,Atlanta Falcons sign seven players to reserve/future deals,USA,,atlanta falcons sign seven players to reservefuture deals,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1797,"Unrivaled's Rose BC vs. Lunar Owls live updates: How to watch, channel",USA,,unrivaleds rose bc vs lunar owls live updates how to watch channel,neutral,0.0,0.0,0.725,0,no,0,0.0,0.25375
1798,WNBPA says no one should believe WNBA's latest offer is a 'good deal',USA,,wnbpa says no one should believe wnbas latest offer is a good deal,positive,0.1779,0.1779,0.75,0,no,0,0.0,0.32476499999999997
1799,Steelers' top 10 defensive players vs. Ravens: PFF grades,USA,,steelers top 10 defensive players vs ravens pff grades,positive,0.2263,0.2263,0.5,0,no,0,0.0,0.254205
1800,IOL Harrison Moore expected to transfer to Florida,USA,,iol harrison moore expected to transfer to florida,neutral,0.0,0.0,0.4,0,no,0,0.0,0.13999999999999999
1801,'Within the law': Deputy attorney general defends legality of Maduro arrest,USA,,within the law deputy attorney general defends legality of maduro arrest,negative,-0.34,0.34,0.25,0,no,0,0.0,0.2065
1802,Dakoda Fields commits to Oklahoma after two seasons with Oregon Ducks,USA,,dakoda fields commits to oklahoma after two seasons with oregon ducks,neutral,0.0258,0.0258,0.0,0,no,0,0.0,0.00903
1803,Panthers exceed expectations after punching their ticket to playoffs,USA,,panthers exceed expectations after punching their ticket to playoffs,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1804,Former Longhorns OL Connor Stroh signs with Kansas,USA,,former longhorns ol connor stroh signs with kansas,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1805,Trump says the U.S. may reimburse oil companies for rebuilding Venezuela's infrastructure,USA,,trump says the us may reimburse oil companies for rebuilding venezuelas infrastructure,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1806,"Flu surges in 45 states, as doctor visits reach highest level in 30 years",USA,,flu surges in 45 states as doctor visits reach highest level in 30 years,negative,-0.3612,0.3612,0.0,0,no,0,0.0,0.12642
1807,Marco Rubio's next big role: From the Politics Desk,USA,,marco rubios next big role from the politics desk,neutral,0.0,0.0,0.05,0,no,0,0.0,0.017499999999999998
1808,Detroit Lions sign trio of ERFAs,USA,,detroit lions sign trio of erfas,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1809,Tennessee Titans sign 11 players to reserve/futures contracts,USA,,tennessee titans sign 11 players to reservefutures contracts,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1810,"Trump administration plans aggressive immigration crackdown with 2,000 agents in Minnesota amid welfare fraud scandal | CNN",USA,,trump administration plans aggressive immigration crackdown with 2000 agents in minnesota amid welfare fraud scandal cnn,negative,-0.8074,0.8074,0.0,0,no,0,0.0,0.28259
1811,Jayden Daniels weighs in on Caleb Williams and Drake Maye's success,USA,,jayden daniels weighs in on caleb williams and drake mayes success,positive,0.5719,0.5719,0.0,0,no,0,0.0,0.20016499999999998
1812,Baltimore Ravens sign eight players to reserve/future contracts,USA,,baltimore ravens sign eight players to reservefuture contracts,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1813,LSU football transfer target inks extension with Ole Miss,USA,,lsu football transfer target inks extension with ole miss,negative,-0.1531,0.1531,0.0,0,no,0,0.0,0.053585
1814,UFC star Sean O'Malley teases 2026 as 'the last ‘Suga’ year ever',USA,,ufc star sean omalley teases 2026 as the last suga year ever,negative,-0.296,0.296,0.0666666666666666,0,no,0,0.0,0.1269333333333333
1815,Steelers release veteran cornerback ahead of playoffs,USA,,steelers release veteran cornerback ahead of playoffs,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1816,Daniel Jones weighs in on his future with the Indianapolis Colts,USA,,daniel jones weighs in on his future with the indianapolis colts,neutral,0.0,0.0,0.125,0,no,0,0.0,0.04375
1817,Best and worst offensive PFF grades for Patriots in win over Dolphins,USA,,best and worst offensive pff grades for patriots in win over dolphins,positive,0.2263,0.2263,0.5666666666666668,0,no,0,0.0,0.27753833333333333
1818,Trump says the U.S. is not at war with Venezuela,USA,,trump says the us is not at war with venezuela,positive,0.4847,0.4847,0.0,0,no,0,0.0,0.169645
1819,"Texas Portal Rumors: Special signings, RB miss, courting a big TE",USA,,texas portal rumors special signings rb miss courting a big te,positive,0.2732,0.2732,0.3357142857142857,0,no,0,0.0,0.21311999999999998
1820,Vera Rubin: Nvidia just mapped out its future in AI,USA,,vera rubin nvidia just mapped out its future in ai,neutral,0.0,0.0,0.125,0,no,0,0.0,0.04375
1821,"Raheem Morris to interview for AFC head coaching vacancy, per report",USA,,raheem morris to interview for afc head coaching vacancy per report,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1822,Young Sixers big man gives thoughts on the strong play of Joel Embiid,USA,,young sixers big man gives thoughts on the strong play of joel embiid,positive,0.6908,0.6908,0.4111111111111111,0,no,0,0.0,0.38566888888888884
1823,Everything DeMeco Ryans said ahead of Wild Card Round game vs Steelers,USA,,everything demeco ryans said ahead of wild card round game vs steelers,neutral,0.0,0.0,0.4000000000000001,0,no,0,0.0,0.14
1824,Josh Heupel visits recruiting prospect in Martin,USA,,josh heupel visits recruiting prospect in martin,positive,0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
1825,Why the Indianapolis Colts retained GM Chris Ballard,USA,,why the indianapolis colts retained gm chris ballard,neutral,0.0258,0.0258,0.0,0,no,0,0.0,0.00903
1826,"Browns, sports world react to Myles Garrett making history vs. Bengals",USA,,browns sports world react to myles garrett making history vs bengals,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1827,"US is making plans to intercept Venezuela-linked oil tanker that Russia has claimed ownership of, sources say | CNN Politics",USA,,us is making plans to intercept venezuelalinked oil tanker that russia has claimed ownership of sources say cnn politics,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1828,Oregon Ducks unveil uniform combo for CFP semifinal vs. Indiana,USA,,oregon ducks unveil uniform combo for cfp semifinal vs indiana,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1829,"NFL wild-card schedule winners, losers: Networks, fans enjoy big slate",USA,,nfl wildcard schedule winners losers networks fans enjoy big slate,positive,0.4404,0.4404,0.2666666666666666,0,no,0,0.0,0.24747333333333332
1830,"'Massive' Venezuelan oil reserve would pose challenges for US firms, experts say",USA,,massive venezuelan oil reserve would pose challenges for us firms experts say,positive,0.0772,0.0772,1.0,0,no,0,0.0,0.37701999999999997
1831,Alabama cornerback officially declares for 2026 NFL draft,USA,,alabama cornerback officially declares for 2026 nfl draft,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
1832,How Rob and Michele Reiner formed a remarkable bond with a Texas man sentenced to death,USA,,how rob and michele reiner formed a remarkable bond with a texas man sentenced to death,negative,-0.6124,0.6124,0.75,0,no,0,0.0,0.47683999999999993
1833,Former Ohio State football five-star recruit finds new southern home,USA,,former ohio state football fivestar recruit finds new southern home,neutral,0.0,0.0,0.1515151515151515,0,no,0,0.0,0.05303030303030302
1834,Draft Sparks Fly: Four Teams with Double First-Round Firepower,USA,,draft sparks fly four teams with double firstround firepower,neutral,0.0,0.0,0.45,1,yes,1,0.499999750000125,0.357499950000025
1835,Former Browns HC Kevin Stefanski already busy after firing,USA,,former browns hc kevin stefanski already busy after firing,negative,-0.34,0.34,0.15,0,no,0,0.0,0.17149999999999999
